Movie_Name,Total_Dialogues,Total_Words,Positive_Emotion,Negative_Emotion,Overall_Vibe,Budget,Revenue,Is_Sequel,Holiday_Release,Genre,Is_A_Rated,Runtime,Director,Actors
Atkan Chatkan (tt12969078),1166,6134,0.173,0.065,1,5.5,6,0,0,"Drama, Musical",0,126,Shiv Hare,"Lydian Nadhaswaram, Sachin Chaudhary, Tamanna Dipak"
Atrangi Re (tt9766332),2350,10164,0.186,0.112,1,100,121,0,1,"Comedy, Drama, Fantasy",0,138,Aanand L. Rai,"Dhanush, Sara Ali Khan, Akshay Kumar"
Aurangzeb (tt2804026),1638,9745,0.111,0.126,-0.999,22,35,0,0,"Action, Drama, Thriller",1,137,Atul Sabharwal,"Arjun Kapoor, Zahrah S Khan, Prithviraj Sukumaran"
Auron Mein Kahan Dum Tha (tt26659814),2018,8609,0.13,0.087,1,100,15.79,0,0,"Action, Crime, Drama",0,150,Neeraj Pandey,"Ajay Devgn, Tabu, Jimmy Shergill"
Awara Paagal Deewana (tt0319020),2249,10875,0.101,0.121,-1,13,27.6,0,0,"Action, Comedy, Crime",0,158,Vikram Bhatt,"Akshay Kumar, Suniel Shetty, Aftab Shivdasani"
Awarapan (tt1020937),1647,7906,0.149,0.136,0.996,18,12.18,0,0,"Action, Crime, Drama",1,126,Mohit Suri,"Emraan Hashmi, Mrinalini Sharma, Ashish Vidyarthi"
Azhar (tt4906984),2993,12546,0.171,0.088,1,40,52.55,0,0,"Biography, Drama, Sport",0,130,Anthony D'Souza,"Emraan Hashmi, Nargis Fakhri, Prachi Desai"
B.A. Pass 3 (tt14490618),688,3129,0.149,0.125,0.998,20,6,1,0,"Drama, Romance",1,136,Narendra Singh,"Sunny Sachdeva, Armaan Sandhu, Ankita Sahu"
Baabul (tt0419468),1940,10340,0.195,0.104,1,26,39.56,0,0,"Drama, Family, Romance",0,169,Ravi Chopra,"Amitabh Bachchan, Salman Khan, Hema Malini"
Baadshaho (tt4906960),2102,9722,0.115,0.12,-0.998,90,125.44,0,0,"Action, Adventure, Thriller",0,136,Milan Luthria,"Ajay Devgn, Ileana D'Cruz, Emraan Hashmi"
Baaghi (tt4864932),1318,5611,0.17,0.101,1,35,129,0,0,"Action, Drama, Romance",0,133,Sabbir Khan,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu Posani"
Baaghi 3 (tt8366590),2465,9782,0.13,0.118,0.999,90,137.5,1,0,"Action, Thriller",0,143,Ahmed Khan,"Tiger Shroff, Riteish Deshmukh, Shraddha Kapoor"
Baaghi 4 (tt6203702),2208,9463,0.119,0.183,-1,80,94.14,1,0,"Action, Drama, Thriller",0,157,Harsha,"Tiger Shroff, Sanjay Dutt, Harnaaz Sandhu"
Baar Baar Dekho (tt5197544),583,2517,0.189,0.071,1,53,62.6,0,0,"Action, Comedy, Drama",0,141,Nitya Mehra,"Sidharth Malhotra, Katrina Kaif, Sayani Gupta"
Baaz A Bird in Danger (tt0349115),1825,8390,0.169,0.126,1,6.2,4.8,0,0,"Mystery, Thriller",0,180,Tinnu Verma,"Jackie Shroff, Suniel Shetty, Karisma Kapoor"
Baazaar (tt6514196),1923,8646,0.164,0.082,1,34,40,0,0,"Crime, Drama, Thriller",0,137,"Gauravv K. Chawla, Samuel Wilde","Chitrangda Singh, Radhika Apte, Saif Ali Khan"
Babli Bouncer (tt19838608),1201,6322,0.114,0.108,0.999,30,5,0,0,"Comedy, Drama",0,118,Madhur Bhandarkar,"Tamannaah Bhatia, Sahil Vaid, Karan Singh Chhabra"
Babloo Bachelor (tt9448946),2514,12638,0.186,0.096,1,9,2,0,0,Comedy,0,130,Agnidev Chatterjee,"Aakkash Dabhade, Akshat, Govardhan Asrani"
Babloo Happy Hai (tt3426144),2332,16661,0.173,0.088,1,4.5,0.29,0,0,"Comedy, Drama, Romance",1,113,Nila Madhab Panda,"Sahil Anand, Erica Fernandes, Harish Chhabra"
Babumoshai Bandookbaaz (tt6711660),1957,8379,0.15,0.147,-0.885,5,18.24,0,0,"Action, Comedy, Crime",1,122,Kushan Nandy,"Nawazuddin Siddiqui, Bidita Bag, Jatin Goswami"
Baby John (tt27757805),3156,13160,0.165,0.124,1,85,59,0,1,"Action, Drama, Thriller",0,159,Kalees,"Wamiqa Gabbi, Salman Khan, Keerthy Suresh"
Bachchhan Paandey (tt10699086),3109,13424,0.156,0.144,0.998,180,74.2,0,1,"Action, Comedy, Crime",0,147,Farhad Samji,"Akshay Kumar, Kriti Sanon, Jacqueline Fernandez"
Bachke Rehna Re Baba (tt0451639),1106,5074,0.164,0.096,1,6,5.36,0,0,"Comedy, Drama, Romance",1,130,Govind Menon,"Rekha, Mallika Sherawat, Paresh Rawal"
Bachna Ae Haseeno (tt1182972),2750,12626,0.158,0.099,1,30,75,0,1,"Comedy, Drama, Romance",0,152,Siddharth Anand,"Ranbir Kapoor, Deepika Padukone, Bipasha Basu"
Bad Newz (tt24517830),3279,14310,0.222,0.096,1,80,115.25,1,0,"Comedy, Romance",0,142,Anand Tiwari,"Vicky Kaushal, Triptii Dimri, Ammy Virk"
Badal (tt0247944),2898,13116,0.145,0.163,-1,10,26.41,0,0,"Action, Crime, Drama",1,166,Raj Kanwar,"Bobby Deol, Rani Mukerji, Mayuri Kango"
Badhaai Do (tt11934846),2779,11054,0.132,0.102,1,30,28.15,1,0,"Comedy, Drama, Romance",0,147,Harshavardhan Kulkarni,"Rajkummar Rao, Bhumi Pednekar, Chum Darang"
Badhaai Ho Badhaai (tt0325041),2730,11843,0.199,0.091,1,7.75,6.04,0,0,"Comedy, Drama, Musical",0,155,Satish Kaushik,"Anil Kapoor, Rana Jung Bahadur, S.K. Batra"
Badla (tt8130968),2250,10392,0.148,0.106,1,37,138.49,0,0,"Crime, Drama, Mystery",0,118,Sujoy Ghosh,"Amitabh Bachchan, Taapsee Pannu, Antonio Aakeel"
Badlapur (tt3678782),1979,9209,0.162,0.136,1,25,103,0,0,"Action, Crime, Drama",1,134,Sriram Raghavan,"Varun Dhawan, Nawazuddin Siddiqui, Yami Gautam"
Badmaash Company (tt1602476),2440,11207,0.137,0.109,1,29,52.98,0,0,"Comedy, Crime, Drama",0,142,Parmeet Sethi,"Shahid Kapoor, Anushka Sharma, Meiyang Chang"
Badmashiyaan (tt4511416),2905,12394,0.156,0.115,1,0.75,1.03,0,0,"Comedy, Romance",0,128,Amit Khanna,"Sidhant Gupta, Suzanna Mukherjee, Gunjan Malhotra"
Badnaam Gali (tt10318332),1852,8483,0.131,0.101,1,3,5,0,0,Comedy,0,95,Ashwin Shetty,"Patralekhaa Paul, Divyendu Sharma, Dolly Ahluwalia"
Bajatey Raho (tt2848824),1723,9629,0.19,0.098,1,2,6.3,0,0,"Comedy, Drama, Thriller",0,110,Shashant Shah,"Tusshar Kapoor, Vinay Pathak, Ranvir Shorey"
Bajirao Mastani (tt3735246),1901,8760,0.171,0.095,1,145,356.2,0,1,"Action, Drama, History",0,158,Sanjay Leela Bhansali,"Ranveer Singh, Deepika Padukone, Priyanka Chopra Jonas"
Bajrangi Bhaijaan (tt3863552),2047,7043,0.113,0.088,1,75,918.18,0,1,"Action, Adventure, Comedy",0,163,Kabir Khan,"Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui"
Bal Ganesh (tt6449730),1255,6390,0.19,0.1,1,3.75,69,1,0,"Animation, Family",0,105,Pankaj Sharma,"Ashar Shaikh, Adarsh Gautam, Namrata Sawhney"
Bala (tt9420648),2923,12913,0.147,0.095,1,35,172,0,0,Comedy,0,133,Amar Kaushik,"Ayushmann Khurrana, Bhumi Pednekar, Yami Gautam"
Balwinder Singh Famous Ho Gaya (tt4087770),3494,16950,0.155,0.081,1,7,0.57,0,0,Comedy,0,136,Sunil Agnihotri,"Govardhan Asrani, Gabriela Bertante, Mikhill Chandiramani"
Bamfaad (tt11730940),1723,7948,0.136,0.105,1,5,3,0,0,Romance,0,102,Ranjan Chandel,"Aditya Rawal, Shalini Pandey, Vijay Varma"
Banaras (tt0449189),1083,4796,0.17,0.084,1,6,3,0,0,"Musical, Drama",0,122,Pankaj Parashar,"Urmila Matondkar, Ashmit Patel, Dimple Kapadia"
Band Baaja Baaraat (tt1610452),2745,12692,0.153,0.097,1,13,96,0,0,"Comedy, Drama, Romance",0,139,Maneesh Sharma,"Ranveer Singh, Anushka Sharma, Ranjit Batra"
Bandook (tt2318401),1502,7348,0.137,0.143,-0.998,4,2.1,0,0,"Crime, Thriller",1,132,Aditya Om,"Manisha Kelkar, Arshad Khan, Ashish Kotwal"
Bangistan (tt3422462),1539,7060,0.189,0.133,1,29,8.6,0,0,"Comedy, Drama",0,135,Karan Anshuman,"Jacqueline Fernandez, Riteish Deshmukh, Michalina Olszanska"
Banjo (tt5755606),2530,9006,0.202,0.098,1,13.24,12.22,0,0,"Action, Drama, Music",0,137,Ravi Jadhav,"Riteish Deshmukh, Nargis Fakhri, Aditya Kumar"
Bank Chor (tt3611266),3168,12909,0.124,0.112,0.998,15,10.17,0,0,"Action, Comedy, Crime",0,120,Bumpy,"Riteish Deshmukh, Vivek Oberoi, Rhea Chakraborty"
Barah Aana (tt1202517),1587,6708,0.16,0.09,1,4.5,0.86,0,0,"Comedy, Crime, Drama",0,97,Raja Menon,"Naseeruddin Shah, Vijay Raaz, Arjun Mathur"
Baramulla (tt29247040),1653,6203,0.131,0.1,1,5,7,0,0,"Crime, Horror, Mystery",0,136,Aditya Suhas Jambhale,"Manav Kaul, Bhasha Sumbli, Arista Mehta"
Bardaasht (tt0409724),1055,5084,0.126,0.119,0.992,8,2.96,0,0,"Action, Crime, Drama",0,155,Eeshwar Nivas,"Bobby Deol, Lara Dutta, Rahul Dev"
Barfi! (tt2082197),283,1447,0.165,0.096,0.999,50,188,0,0,"Comedy, Drama, Romance",0,151,Anurag Basu,"Ranbir Kapoor, Priyanka Chopra Jonas, Ileana D'Cruz"
Barkhaa (tt4556848),1965,9562,0.182,0.083,1,2,1,0,0,"Drama, Romance",1,127,Shadaab Mirza,"Sara Loren, Priyanshu Chatterjee, Muntazir Ahmad"
Barot House (tt10671436),1329,5059,0.152,0.133,0.991,3,10,0,0,"Mystery, Thriller",1,89,Bugs Bhargava Krishna,"Amit Sadh, Manjari Fadnnis, Aaryan Menghji"
Bas Ek Pal (tt0808164),1959,8704,0.175,0.107,1,4.75,0.84,0,0,"Drama, Romance, Thriller",1,150,Onir,"Juhi Chawla, Urmila Matondkar, Jimmy Shergill"
Bastar The Naxal Story (tt28221135),1399,6540,0.184,0.075,1,15,4.04,0,0,"Action, Crime, Drama",1,124,"Sudipto Sen, Vipul Amrutlal Shah","Adah Sharma, Shah Zain Alam, Purnendu Bhattacharya"
Batla House (tt8869978),2548,11349,0.16,0.117,1,56,113.56,0,1,"Action, Crime, Drama",0,146,Nikkhil Advani,"John Abraham, Mrunal Thakur, Ravi Kishan"
Batti Gul Meter Chalu (tt7720922),3151,13253,0.155,0.102,1,55,58.4,0,0,Drama,0,161,Shree Narayan Singh,"Shahid Kapoor, Shraddha Kapoor, Divyendu Sharma"
Bawaal (tt19755170),2597,11314,0.149,0.125,1,10,20,0,0,"Action, Drama, Romance",0,137,Nitesh Tiwari,"Varun Dhawan, Janhvi Kapoor, Manoj Pahwa"
Bawri Chhori (tt11368252),1017,6438,0.162,0.128,1,2,3,0,0,Drama,0,82,"Akhilesh Jaiswal, Umang Dev Shukla","Dhala Ram Prajapat, Md Faisal Ahmed, Sagar Arya"
Bbuddah... Hoga Terra Baap (tt1869296),1058,4688,0.166,0.096,1,10,21,0,0,"Action, Comedy, Crime",0,114,Puri Jagannadh,"Amitabh Bachchan, Hema Malini, Sonu Sood"
Befikre (tt5108476),1969,8522,0.222,0.123,1,70,103.98,0,0,"Comedy, Drama, Romance",0,130,Aditya Chopra,"Ranveer Singh, Vaani Kapoor, Djinda Kane"
Begum Jaan (tt5785116),2371,10278,0.128,0.122,0.996,19,20.91,0,1,"Action, Drama, History",1,128,Srijit Mukherji,"Amitabh Bachchan, Pallavi Sharda, Flora Saini"
Behen Hogi Teri (tt6537508),1841,7812,0.191,0.088,1,13,3.05,0,0,Comedy,0,128,"Ajay Pannalal, Mariam Sadat","Rajkummar Rao, Shruti Haasan, Gautam Gulati"
Beiimaan Love (tt5227468),2271,9654,0.216,0.097,1,2.1,3.11,0,0,"Drama, Romance, Thriller",1,120,Rajeev Chaudhari,"Sunny Leone, Rajneesh Duggal, Daniel Weber"
Bekhudi (tt15523028),1379,7858,0.171,0.097,1,7,1,0,0,"Romance, Thriller",0,122,Amit Kasaria,"Adhyayan Suman, Angel, Anurag Sharma"
Benny and Babloo (tt1740662),2332,16661,0.173,0.088,1,4.75,0.1,0,1,"Comedy, Drama",1,123,Yunus Sajawal,"Kay Kay Menon, Rajpal Naurang Yadav, Aashif Sheikh"
Besharam (tt2576450),2482,9904,0.153,0.115,1,85,102.85,0,1,"Action, Comedy, Romance",0,143,Abhinav Kashyap,"Ranbir Kapoor, Pallavi Sharda, Rishi Kapoor"
Bewafaa (tt0363472),1473,10347,0.206,0.077,1,18,33.18,0,0,"Drama, Romance",0,151,Dharmesh Darshan,"Anil Kapoor, Akshay Kumar, Kareena Kapoor"
Bewakoofiyaan (tt3483646),2264,11264,0.168,0.117,1,22,22.98,0,0,"Comedy, Drama, Romance",0,119,Nupur Asthana,"Ayushmann Khurrana, Sonam Kapoor, Rishi Kapoor"
Bezubaan Ishq (tt4760750),2210,11623,0.171,0.108,1,15,0.1,0,0,"Musical, Romance",0,128,Jashwant Gangani,"Mugdha Godse, Sneha Ullal, Nishant Malkani"
Bhaag Johnny (tt3619710),1465,6364,0.149,0.131,0.998,12.5,1.83,0,0,"Action, Fantasy, Thriller",1,118,"Shivam Nair, Amit Patel","Kunal Kemmu, Zoa Morani, Mandana Karimi"
Bhaag Milkha Bhaag (tt2356180),1896,7375,0.188,0.105,1,41,169.96,0,0,"Biography, Drama, Sport",0,186,Rakeysh Omprakash Mehra,"Farhan Akhtar, Kousi Orfahli, Deepak Singh Rawat"
Bhagam Bhag (tt0805184),3226,17034,0.148,0.108,1,22,67.34,0,1,"Comedy, Drama, Mystery",0,157,Priyadarshan,"Akshay Kumar, Govinda, Paresh Rawal"
Bhai Thakur (tt0271996),2255,10915,0.209,0.07,1,4,8,0,0,"Action, Drama",0,118,"William Hunt, Raja, Willy","Dharmendra, Siddique Durrani, Dinesh Hingoo"
Bhaiyya Ji (tt28654369),1759,7889,0.132,0.142,-0.999,20,11.76,0,0,"Action, Drama",0,150,Apoorv Singh Karki,"Manoj Bajpayee, Vipin Sharma, Zoya Hussain"
Bhakshak (tt27936770),2734,14109,0.11,0.12,-1,55,65.78,0,0,"Crime, Drama",1,134,Pulkit,"Bhumi Pednekar, Sanjay Mishra, Aditya Srivastav"
Bhangra Paa Le (tt9766280),1690,7945,0.199,0.071,1,8,3,0,0,"Comedy, Drama, Music",0,131,Sneha Taurani,"Sunny Kaushal, Rukshar Dhillon, Shriya Pilgaonkar"
Bharat (tt7721800),2830,12741,0.154,0.077,1,100,325.88,0,1,"Action, Comedy, Drama",0,150,Ali Abbas Zafar,"Salman Khan, Katrina Kaif, Sunil Grover"
Bhavesh Joshi Superhero (tt6129302),1487,6415,0.099,0.127,-1,21,4.75,0,0,"Action, Drama",0,154,Vikramaditya Motwane,"Harshvardhan Kapoor, Priyanshu Painyuli, Ashish Verma"
Bhediya (tt14099334),2731,11641,0.13,0.123,0.991,60,94.91,1,0,"Comedy, Horror, Thriller",0,156,Amar Kaushik,"Varun Dhawan, Kriti Sanon, Abhishek Banerjee"
Bheed (tt15680228),2042,9021,0.107,0.104,-0.807,25,3.33,0,0,"Drama, History",0,124,Anubhav Sinha,"Rajkummar Rao, Pankaj Kapur, Bhumi Pednekar"
Bheja Fry (tt1014672),1731,7657,0.122,0.091,1,1.5,8.98,0,0,"Comedy, Drama",0,95,Sagar Ballary,"Vinay Pathak, Rajat Kapoor, Sarika Thakur"
Bheja Fry 2 (tt1939654),3461,14750,0.179,0.086,1,9.5,12.49,1,0,"Comedy, Drama",0,129,Sagar Ballary,"Vinay Pathak, Kay Kay Menon, issha Lamba"
Bhindi Baazaar Inc. (tt1667823),1575,6861,0.096,0.131,-1,5,1.61,0,0,"Crime, Drama, Thriller",1,157,Ankush Bhatt,"Kay Kay Menon, Prashant Narayanan, Pawan Malhotra"
Bhola in Bollywood (tt0497887),3312,13617,0.175,0.105,1,0.45,0.045,0,0,Comedy,0,137,Sumbul Gazi,"Ali Asgar, Raj Babbar, Suresh Chatwal"
Bholaa (tt15302222),1911,8045,0.12,0.108,0.999,100,123,0,1,"Action, Crime, Drama",0,144,Ajay Devgn,"Ajay Devgn, Tabu, Abhishek Bachchan"
Bhool Bhulaiyaa (tt0995031),2825,13653,0.137,0.103,1,32,82.84,0,1,"Comedy, Horror, Mystery",0,159,Priyadarshan,"Akshay Kumar, Vidya Balan, Shiney Ahuja"
Bhool Bhulaiyaa 2 (tt6455162),2488,10720,0.174,0.115,1,80,265.5,1,0,"Comedy, Horror",0,143,Anees Bazmee,"Tabu, Kartik Aaryan, Kiara Advani"
Bhool Bhulaiyaa 3 (tt26932223),2086,10922,0.135,0.111,1,160,423,1,1,"Comedy, Fantasy, Horror",0,158,Anees Bazmee,"Kartik Aaryan, Vidya Balan, Madhuri Dixit"
Bhool Chuk Maaf (tt32058735),3348,15605,0.166,0.103,1,50,90.78,0,0,"Comedy, Fantasy, Romance",0,140,Karan Sharma,"Rajkummar Rao, Wamiqa Gabbi, Sanjay Mishra"
Bhoot (tt0341266),605,2494,0.078,0.159,-1,6,23.96,0,0,"Horror, Mystery, Thriller",1,113,Ram Gopal Varma,"Ajay Devgn, Urmila Matondkar, Nana Patekar"
Bhoot Police (tt10083640),2148,8264,0.167,0.14,1,40,45,0,1,"Comedy, Horror",0,129,Pavan Kirpalani,"Saif Ali Khan, Arjun Kapoor, Jacqueline Fernandez"
Bhoot Returns (tt2406636),1108,4314,0.132,0.116,0.998,7,6.39,1,0,"Horror, Mystery, Thriller",1,85,Ram Gopal Varma,"J.D. Chakravarthi, Madhu Shalini, Alayana Sharma"
Bhoothnath (tt0991346),2518,11248,0.096,0.115,-0.999,20,38.89,0,0,"Comedy, Drama, Family",0,150,Vivek Sharma,"Amitabh Bachchan, Juhi Chawla, Satish Shah"
Bhoothnath Returns (tt3531852),2566,13661,0.17,0.108,1,40,60.32,1,0,"Comedy, Drama, Fantasy",0,155,Nitesh Tiwari,"Amitabh Bachchan, Boman Irani, Parth Bhalerao"
Bhopal A Prayer for Rain (tt0839742),1729,7458,0.168,0.106,1,40,1.36,0,0,Drama,0,96,Ravi Kumar,"Mischa Barton, Martin Sheen, Kal Penn"
Bhuj The Pride of India (tt10062556),1353,5950,0.131,0.133,-0.992,100,112,0,1,"Action, Drama, History",0,113,Abhishek Dudhaiya,"Ajay Devgn, Sanjay Dutt, Sonakshi Sinha"
Bichhoo (tt0252277),2149,9293,0.11,0.143,-1,7.75,15.42,0,0,"Action, Crime, Drama",1,160,Guddu Dhanoa,"Bobby Deol, Rani Mukerji, Ashish Vidyarthi"
Big Brother (tt0476762),1266,5855,0.127,0.111,0.998,8,4.94,0,0,"Action, Crime, Drama",0,128,Guddu Dhanoa,"Sunny Deol, Priyanka Chopra Jonas, Vikas Anand"
Billu (tt1230448),2310,15541,0.15,0.087,1,27,47.45,0,0,"Comedy, Drama",0,137,Priyadarshan,"Irrfan Khan, Lara Dutta, Om Puri"
Bin Bulaye Baraati (tt1947973),2950,11905,0.175,0.117,1,10,2,0,0,"Action, Comedy, Crime",1,133,Chandrakant Singh,"Naushaad Abbas, Rati Agnihotri, Shweta Bhardwaj"
Binny And Family (tt20452454),1825,9595,0.127,0.12,0.996,1.2,2.7,0,0,Drama,0,140,"Ssanjay Tripaathi, Baldev Singh","Arya Babbar, Gandhar Babre, Jamie-Lee Beacher"
Bittoo Boss (tt2347289),2103,8598,0.14,0.085,1,10,2.12,0,0,Romance,0,116,Supavitra Babul,"Pulkit Samrat, Amita Pathak, Rajesh Bakshi"
Black (tt0375611),2813,13939,0.217,0.089,1,22,66.6,0,0,Drama,0,122,Sanjay Leela Bhansali,"Amitabh Bachchan, Rani Mukerji, Shernaz Patel"
Blind (tt29762767),902,4453,0.169,0.135,0.999,10,2,0,0,Thriller,1,124,Okey Ifeanyi,"Esther Audu, Adaobi Enekwe, Ese Eriata"
Bloody Daddy (tt27501039),2133,8444,0.133,0.108,1,60,70,0,0,"Action, Crime, Drama",1,121,Ali Abbas Zafar,"Shahid Kapoor, Zeishan Quadri, Solanki Diwakar"
Bloody Ishq (tt31115432),2003,8461,0.163,0.129,1,2,0.5,0,0,Horror,1,138,"Vikram Bhatt, Manish .P. Chavan","Avika Gor, Vardhaan Puri, Jeniffer Piccinato"
Blurr (tt15048614),1719,7399,0.128,0.133,-0.999,5,1,0,0,"Drama, Horror, Thriller",1,127,Ajay Bahl,"Taapsee Pannu, Gulshan Devaiah, Abhilash Thapliyal"
Bob Biswas (tt8984572),1773,7694,0.146,0.102,1,3,1,1,0,"Action, Crime, Drama",0,131,Diya Annapurna Ghosh,"Abhishek Bachchan, Chitrangda Singh, Paran Banerjee"
Bobby Aur Rishi Ki Love Story (tt14597386),2156,10037,0.204,0.094,1,5,7,0,0,Romance,0,97,"Kunal Kohli, Elvin Raja","Nisha Aaliya, Rakesh Agrawal, Cindy Bamrah"
Bobby Jasoos (tt3359290),2667,11350,0.171,0.06,1,26,20.21,0,0,"Comedy, Drama, Thriller",0,121,Samar Iqbal,"Vidya Balan, Ali Fazal, Mahima A"
Bol Bachchan (tt1728986),2976,11750,0.152,0.098,1,70,165,0,0,"Action, Comedy",0,155,Rohit Shetty,"Ajay Devgn, Amitabh Bachchan, Abhishek Bachchan"
Bollywood Diaries (tt5216810),2014,8931,0.183,0.078,1,5,0.37,0,0,Drama,0,123,K.D. Satyam,"Raima Sen, Salim Diwan, Ashish Vidyarthi"
Bollywood Queen (tt0321494),555,2321,0.185,0.099,1,7,4.8,0,0,"Musical, Romance",0,89,Jeremy Wooding,"Preeya Kalidas, James McAvoy, Ray Panthaki"
Bombairiya (tt4971258),1793,7905,0.129,0.102,1,5,1.5,0,0,"Comedy, Crime, Drama",0,104,Pia Sukanya,"Radhika Apte, Akshay Oberoi, Siddhant Kapoor"
Bombay Talkies (tt2797242),1417,6737,0.195,0.095,1,30,8.49,0,0,"Crime, Drama",0,127,"Zoya Akhtar, Dibakar Banerjee, Karan Johar","Rani Mukerji, Randeep Hooda, Saqib Saleem"
